City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Hutchinson,US,38.0608,-97.9298,47.35,45,1,4.0,clear sky
700,Grand-Santi,GF,4.25,-54.3833,71.96,99,47,2.21,scattered clouds
701,Talnakh,RU,69.4865,88.3972,-15.57,96,51,7.4,broken clouds
702,Caravelas,BR,-17.7125,-39.2481,75.87,89,86,9.26,overcast clouds
703,Kihei,US,20.785,-156.4656,78.84,77,1,9.22,clear sky
704,Howell,US,42.6073,-83.9294,33.94,79,1,4.61,clear sky
705,Pirai Do Sul,BR,-24.5261,-49.9486,58.75,90,91,7.2,overcast clouds
706,Atar,MR,20.5169,-13.0499,76.32,30,99,4.7,overcast clouds
707,Seminole,US,28.7086,-81.2081,72.07,93,75,1.01,broken clouds
708,Cap Estate,LC,14.0833,-60.95,80.22,79,45,9.95,scattered clouds
